Name,Age,Season,Transfer_fee,pac,dri,sho,def,pas,phy
Kevin-Prince Boateng,24,2011-2012,7500000,,,,,,
Mamadou Niang,31,2011-2012,7500000,,,,,,
Simone Pepe,27,2011-2012,7500000,,,,,,
Pablo Piatti,22,2011-2012,7500000,,,,,,
Lucas Piazón,18,2011-2012,7500000,,,,,,
Ander Herrera,21,2011-2012,7500000,,,,,,
Youssef El Arabi,24,2011-2012,7500000,,,,,,
Felipe Caicedo,22,2011-2012,7500000,,,,,,
Dentinho,22,2011-2012,7500000,,,,,,
Wesley Sneijder,28,2012-2013,7500000,,,,,,
Clint Dempsey,29,2012-2013,7500000,,,,,,
Asamoah Gyan,26,2012-2013,7500000,,,,,,
Goran Pandev,28,2012-2013,7500000,,,,,,
Miguel Veloso,26,2012-2013,7500000,,,,,,
Sergio Canales,21,2012-2013,7500000,,,,,,
Yura Movsisyan,25,2012-2013,7500000,,,,,,
Nick Powell,18,2012-2013,7500000,,,,,,
Kévin Gameiro,26,2013-2014,7500000,,,,,,
Alessandro Diamanti,30,2013-2014,7500000,,,,,,
Emanuele Giaccherini,28,2013-2014,7500000,,,,,,
Felipe Anderson,20,2013-2014,7500000,,,,,,
Saphir Taider,21,2013-2014,7500000,,,,,,
Wálter Montillo,29,2013-2014,7500000,,,,,,
Giannelli Imbula,20,2013-2014,7500000,,,,,,
Tiago Ilori,20,2013-2014,7500000,,,,,,
Sandro,25,2014-2015,7500000,,,,,,
Cheikhou Kouyaté,24,2014-2015,7500000,,,,,,
Manuel Lanzini,21,2014-2015,7500000,,,,,,
Robert Snodgrass,26,2014-2015,7500000,,,,,,
Ángel Correa,19,2014-2015,7500000,,,,,,
Romarinho,23,2014-2015,7500000,,,,,,
Lucas Ocampos,20,2015-2016,7500000,,,,,,
Jonathan Tah,19,2015-2016,7500000,,,,,,
Cédric Bakambu,24,2015-2016,7500000,,,,,,
Robert Beric,24,2015-2016,7500000,,,,,,
Jozo Simunovic,21,2015-2016,7500000,,,,,,
José Sosa,31,2016-2017,7500000,,,,,,
Max Kruse,28,2016-2017,7500000,,,,,,
Antonio Sanabria,20,2016-2017,7500000,,,,,,
Timothée Kolodziejczak,25,2016-2017,7500000,,,,,,
Miguel Almirón,22,2016-2017,7500000,,,,,,
Jonathan Cafú,26,2017-2018,7500000,,,,,,
Kieran Gibbs,27,2017-2018,7500000,,,,,,
Maicon,28,2017-2018,7500000,,,,,,
Wendel,20,2017-2018,7500000,,,,,,
Christian Atsu,25,2017-2018,7500000,,,,,,
Badou Ndiaye,26,2017-2018,7500000,,,,,,
Maximilian Wöber,19,2017-2018,7500000,,,,,,
Valon Berisha,25,2018-2019,7500000,,,,,,
Andrea Favilli,21,2018-2019,7500000,,,,,,
Pierre Kunde,22,2018-2019,7500000,,,,,,
Federico Valietti,19,2018-2019,7500000,,,,,,
Duván Zapata,22,2013-2014,7470000,,,,,,
Jerzy Dudek,28,2001-2002,7400000,,,,,,
James Milner,18,2004-2005,7400000,,,,,,
Ashley Cole,25,2006-2007,7400000,,,,,,
Fernando Belluschi,24,2007-2008,7400000,,,,,,
Alou Diarra,25,2007-2008,7400000,,,,,,
Michael Bradley,26,2013-2014,7400000,,,,,,
James Rodríguez,18,2010-2011,7350000,,,,,,
Mapou Yanga-Mbiwa,25,2014-2015,7350000,,,,,,
Sam Johnstone,25,2018-2019,7350000,,,,,,
Maarten Stekelenburg,28,2011-2012,7330000,,,,,,
Diego Placente,23,2000-2001,7300000,,,,,,
Ji-seong Park,24,2005-2006,7300000,,,,,,
Fabio Quagliarella,24,2007-2008,7300000,,,,,,
Yossi Benayoun,27,2007-2008,7300000,,,,,,
Mladen Petric,27,2008-2009,7300000,,,,,,
Alessandro Rosina,25,2009-2010,7300000,,,,,,
Ricardo Quaresma,26,2010-2011,7300000,,,,,,
Jermain Defoe,31,2013-2014,7300000,,,,,,
Maxime Lestienne,22,2014-2015,7300000,,,,,,
Carlos Peña,25,2015-2016,7300000,,,,,,
Ashley Fletcher,21,2017-2018,7300000,,,,,,
David Sesa,26,2000-2001,7250000,,,,,,
Bert Konterman,29,2000-2001,7250000,,,,,,
Barry Ferguson,27,2004-2005,7250000,,,,,,
Daniel Sturridge,19,2009-2010,7250000,,,,,,
Emanuele Giaccherini,26,2011-2012,7250000,,,,,,
Alper Potuk,22,2013-2014,7250000,,,,,,
Malick Evouna,23,2016-2017,7250000,,,,,,
Eran Zahavi,28,2016-2017,7230000,,,,,,
Simone Perrotta,26,2004-2005,7200000,,,,,,
Eduardo,27,2010-2011,7200000,,,,,,
Steven Fletcher,23,2010-2011,7200000,,,,,,
Lisandro López,30,2013-2014,7200000,,,,,,
Jucilei,27,2015-2016,7200000,,,,,,
Jonathas,26,2015-2016,7200000,,,,,,
Patrick Roberts,18,2015-2016,7200000,,,,,,
Cristian Espinoza,21,2016-2017,7200000,,,,,,
Diogo Jota,19,2016-2017,7200000,,,,,,
Santiago Ascacíbar,20,2017-2018,7200000,,,,,,
Yuning Zhang,20,2017-2018,7200000,,,,,,
Oghenekaro Etebo,22,2018-2019,7200000,,,,,,
Dominic Matteo,26,2000-2001,7130000,,,,,,
Avilés Hurtado,30,2017-2018,7130000,,,,,,
Ewerthon,20,2001-2002,7100000,,,,,,
Germán Denis,26,2008-2009,7100000,,,,,,
Haifeng Ding,24,2015-2016,7100000,,,,,,
Rudy Gestede,28,2016-2017,7100000,,,,,,
Arthur Masuaku,22,2016-2017,7100000,,,,,,
Björn Engels,22,2017-2018,7100000,,,,,,
Chao Gu,26,2015-2016,7050000,,,,,,
Mauro Germán Camoranesi,24,2000-2001,7000000,,,,,,
Rodrigo Tello,21,2000-2001,7000000,,,,,,
Luís Fabiano,19,2000-2001,7000000,,,,,,
Marcelinho Paraíba,26,2001-2002,7000000,,,,,,
Javier Chevantón,20,2001-2002,7000000,,,,,,
Cosmin Contra,25,2001-2002,7000000,,,,,,
Camel Meriem,22,2001-2002,7000000,,,,,,
Jesper Blomqvist,27,2001-2002,7000000,,,,,,
Nelson Vivas,31,2001-2002,7000000,,,,,,
Milan Baros,20,2001-2002,7000000,,,,,,
Christian Poulsen,22,2002-2003,7000000,,,,,,
Mark Bresciano,22,2002-2003,7000000,,,,,,
Nicola Legrottaglie,26,2003-2004,7000000,,,,,,
Danko Lazovic,20,2003-2004,7000000,,,,,,
Michael Dawson,21,2004-2005,7000000,,,,,,
